#1
float NmLCH4_cum(120,2)
0	0
1	2.140698903
2	2.140698903
3	2.140698903
4	3.772183908
5	5.369120283
6	9.24454167
7	11.48340137
8	16.13063517
9	21.19180214
10	29.34468016
11	35.17833808
12	41.23466146
13	47.48027861
14	53.89065738
15	60.43621166
16	67.10095794
17	80.7063295
18	87.61671396
19	101.5942876
20	108.6454921
21	122.8393833
22	137.1266962
23	147.8504049
24	162.2465196
25	169.4590132
26	183.9129613
27	198.4005067
28	212.9177167
29	223.8689716
30	234.7492854
31	249.3315077
32	263.9322275
33	278.5503375
34	293.1833167
35	307.8139416
36	322.4471299
37	337.0861466
38	348.0247675
39	362.6771073
40	377.3419389
41	392.0121769
42	403.0513324
43	417.7111903
44	428.6635633
45	443.3134091
46	450.6368073
47	461.6493338
48	468.9569502
49	468.9569502
50	476.2610605
51	476.2610605
52	476.2610605
53	476.2610605
54	479.8808716
55	483.5827228
56	483.5827228
57	483.5827228
58	483.5827228
59	483.5827228
60	490.9061425
61	490.9061425
62	490.9061425
63	490.9061425
64	490.9061425
65	490.9061425
66	494.5342917
67	498.2422871
68	498.2422871
69	498.2422871
70	498.2422871
71	498.2422871
72	501.8603466
73	505.5564975
74	505.5564975
75	505.5564975
76	505.5564975
77	505.5564975
78	509.1776288
79	509.1776288
80	512.8821159
81	512.8821159
82	512.8821159
83	512.8821159
84	512.8821159
85	516.5085125
86	516.5085125
87	520.2208972
88	520.2208972
89	520.2208972
90	520.2208972
91	523.8420296
92	523.8420296
93	523.8420296
94	523.8420296
95	527.5272143
96	527.5272143
97	527.5272143
98	527.5272143
99	531.1272888
100	531.1272888
101	531.1272888
102	531.1272888
103	531.1272888
104	534.8159836
105	534.8159836
106	534.8159836
107	534.8159836
108	538.4226392
109	538.4226392
110	538.4226392
111	538.4226392
112	538.4226392
113	538.4226392
114	542.1126506
115	542.1126506
116	542.1126506
117	542.1126506
118	545.7100935
119	545.7100935
