"time","santonio_plus10maize.sAntonio.digester.COD_tot","santonio_plus10manure.sAntonio.digester.COD_tot","santonio_plus10tomato.sAntonio.digester.COD_tot","santonio_plus20manure.sAntonio.digester.COD_tot"
16462800,82.27985272271675,81.99555344742851,82.59576361090771,83.87452492325897
16466400,82.27985630890034,81.99555889282617,82.59577405762275,83.87453430580914
16470000,82.27985988989415,81.99556433056996,82.59578449051959,83.8745436748256
16473600,82.27986346569821,81.99556976065995,82.5957949095982,83.87455303030836
16477200,82.27986703631247,81.99557518309609,82.59580531485859,83.8745623722574
16480800,82.27987060173697,81.99558059787839,82.5958157063008,83.87457170067275
16484400,82.27987416197175,81.99558600500687,82.59582608392479,83.87458101555443
16488000,82.27987771701672,81.99559140448152,82.59583644773055,83.87459031690238
16491600,82.27988126687191,81.99559679630234,82.5958467977181,83.87459960471659
16495200,82.27988481153734,81.99560218046931,82.59585713388745,83.87460887899715
16498800,82.27988835101301,81.99560755698246,82.59586745623858,83.87461813974399
16500000,82.27988952968498,81.99560934745266,82.59587089395158,83.8746212236521
16500000,82.27988952968498,81.99560934745266,82.59587089395158,83.8746212236521
16502400,82.2798918840405,81.99561292403662,82.59587776169849,83.87462738370465
16506000,82.27989540899118,81.99561827918939,82.59588804570902,83.87463660660879
16509600,82.27989892913315,81.9956236272388,82.59589831685317,83.87464581696632
16513200,82.27990243656009,81.99562895650314,82.59590855396182,83.87465499414681
16516800,82.27990594312732,81.99563428449731,82.59591878876915,83.87466416908401
16520400,82.27990944414564,81.99563960429136,82.59592900871093,83.87467332954142
16524000,82.27991292377649,81.99564489247912,82.59593917135535,83.87468243418827
16527600,82.27991640340738,81.99565018066687,82.59594933399977,83.87469153883511
16531200,82.27991988303825,81.99565546885462,82.5959594966442,83.87470064348196
16534800,82.27992336266912,81.99566075704237,82.59596965928861,83.87470974812881
16538400,82.2799268423,81.99566604523012,82.59597982193304,83.87471885277564
16542000,82.27993028243858,81.99567127502475,82.59598987860302,83.87472785435006
16545600,82.27993370903593,81.99567648479736,82.59599989893618,83.87473682058274
16549200,82.27993713563328,81.99568169456998,82.59600991926935,83.87474578681541
16552800,82.27994056223062,81.99568690434259,82.59601993960253,83.87475475304805
16556400,82.27994398882798,81.99569211411522,82.59602995993571,83.87476371928074
16560000,82.27994741542531,81.99569732388782,82.59603998026887,83.87477268551341
16563600,82.27995084202267,81.99570253366045,82.59605000060203,83.87478165174606
16567200,82.27995426862003,81.99570774343307,82.59606002093521,83.87479061797873
16570800,82.27995769521739,81.9957129532057,82.59607004126838,83.87479958421139
16574400,82.27996112181472,81.99571816297832,82.59608006160155,83.87480855044404
16578000,82.27996454841208,81.99572337275094,82.59609008193473,83.87481751667674
16581600,82.27996793209465,81.99572851903601,82.59609998692214,83.87482637088654
16585200,82.27997130648423,81.99573365157313,82.596109866932,83.87483520083836
16588800,82.27997468087385,81.99573878411027,82.59611974694187,83.87484403079019
16592400,82.27997805526343,81.99574391664741,82.59612962695172,83.87485286074201
16596000,82.27998142965302,81.99574904918455,82.59613950696159,83.87486169069385
16599600,82.27998480404263,81.99575418172169,82.59614938697148,83.87487052064567
16603200,82.27998817843222,81.99575931425883,82.59615926698133,83.87487935059748
16606800,82.27999155282181,81.99576444679599,82.59616914699119,83.87488818054929
16610400,82.2799949272114,81.99576957933311,82.59617902700106,83.87489701050112
16614000,82.27999830160101,81.99577471187027,82.59618890701094,83.87490584045295
16617600,82.28000167599059,81.99577984440741,82.5961987870208,83.87491467040476
16621200,82.28000500415878,81.99578490852872,82.59620854259597,83.87492337968308
16624800,82.28000832715323,81.99578996499193,82.59621828424258,83.87493207545383
16628400,82.28001165014764,81.99579502145512,82.59622802588923,83.87494077122459
16632000,82.28001497314206,81.99580007791832,82.59623776753583,83.87494946699533
16635600,82.28001829613646,81.99580513438154,82.59624750918245,83.87495816276608
16639200,82.28002161913089,81.99581019084475,82.59625725082907,83.87496685853682
16642800,82.28002494212529,81.99581524730793,82.59626699247568,83.87497555430757
16646400,82.28002826511971,81.99582030377117,82.5962767341223,83.87498425007833
16650000,82.28003158811413,81.99582536023436,82.59628647576889,83.87499294584906
16653600,82.28003491110854,81.99583041669756,82.59629621741553,83.8750016416198
16657200,82.28003823410296,81.99583547316078,82.59630595906215,83.87501033739055
16660800,82.28004153614528,81.99584049858957,82.59631564418332,83.87501897844915
16664400,82.28004483412342,81.99584551799845,82.59632531833996,83.87502760889491
16668000,82.28004812849584,81.99585053206658,82.59633498276902,83.87503622992513
16671600,82.28005141926258,81.99585554079391,82.59634463747049,83.87504484153986
16675200,82.28005470642363,81.99586054418047,82.59635428244439,83.87505344373901
16678800,82.280057989979,81.99586554222624,82.59636391769068,83.87506203652266
16682400,82.28006126992867,81.99587053493126,82.5963735432094,83.87507061989076
16686000,82.28006454627264,81.99587552229549,82.59638315900054,83.87507919384332
16689600,82.28006781901092,81.99588050431895,82.5963927650641,83.87508775838036
16693200,82.28007108814352,81.99588548100161,82.59640236140005,83.87509631350187
16696800,82.28007435367041,81.99589045234352,82.59641194800842,83.87510485920784
16700400,82.28007761559161,81.99589541834463,82.59642152488921,83.87511339549826
16704000,82.28008087390712,81.99590037900495,82.59643109204245,83.87512192237315
16707600,82.28008412861696,81.99590533432452,82.59644064946808,83.87513043983255
16711200,82.28008737972107,81.99591028430332,82.59645019716612,83.87513894787635
16714800,82.28009062721952,81.99591522894131,82.59645973513661,83.87514744650464
16718400,82.28009387111227,81.99592016823856,82.59646926337946,83.87515593571743
16722000,82.28009711139934,81.99592510219502,82.59647878189475,83.87516441551465
16725600,82.28010034808069,81.9959300308107,82.59648829068246,83.87517288589636
16729200,82.28010358115635,81.9959349540856,82.59649778974259,83.8751813468625
16732800,82.28010681062634,81.9959398720197,82.59650727907515,83.87518979841313
16736400,82.2801100356682,81.99594478339041,82.59651675643694,83.87519823839833
16740000,82.28011325134213,81.99594968085452,82.59652620835514,83.87520665390524
16743600,82.28011646284047,81.99595457213064,82.59653564899139,83.8752150585069
16747200,82.28011967016323,81.99595945721879,82.5965450783457,83.87522345220326
16750800,82.28012287331039,81.99596433611897,82.59655449641804,83.87523183499432
16754400,82.28012607228197,81.99596920883117,82.59656390320843,83.87524020688012
16758000,82.28012926707791,81.99597407535539,82.5965732987169,83.87524856786062
16761600,82.2801324576983,81.99597893569164,82.59658268294339,83.87525691793584
16765200,82.28013564414307,81.99598378983994,82.59659205588792,83.87526525710575
16768800,82.28013882641227,81.99598863780027,82.59660141755053,83.87527358537039
16772400,82.28014200450586,81.99599347957262,82.59661076793117,83.87528190272972
16776000,82.28014517842385,81.99599831515698,82.59662010702984,83.87529020918379
16779600,82.28014834816626,81.99600314455338,82.59662943484659,83.87529850473256
16783200,82.28015151373309,81.99600796776181,82.59663875138141,83.87530678937604
16786800,82.28015467512427,81.99601278478228,82.59664805663421,83.87531506311423
16790400,82.2801578323399,81.99601759561477,82.59665735060508,83.87532332594714
16794000,82.28016098537994,81.99602240025929,82.59666663329401,83.87533157787475
16797600,82.28016413424437,81.99602719871585,82.596675904701,83.87533981889707
16801200,82.28016727893322,81.99603199098441,82.59668516482601,83.87534804901411
16804800,82.28017041944645,81.99603677706502,82.59669441366908,83.87535626822586
16808400,82.2801735557841,81.99604155695765,82.5967036512302,83.87536447653233
16812000,82.28017668794617,81.9960463306623,82.59671287750938,83.8753726739335
16815600,82.28017981543347,81.99605109740328,82.59672209095851,83.87538085910761
16819200,82.28018293739761,81.99605585586217,82.59673128894634,83.87538902980805
16822800,82.28018605502841,81.996060607888,82.59674047516307,83.87539718918555
16826400,82.28018916832593,81.99606535348072,82.5967496496087,83.8754053372401
16830000,82.2801922772901,81.99607009264038,82.59675881228321,83.87541347397173
16833600,82.28019538192098,81.99607482536697,82.59676796318659,83.87542159938039
16837200,82.28019848221851,81.99607955166049,82.59677710231885,83.87542971346613
16840800,82.28020157818275,81.99608427152093,82.59678622968002,83.87543781622892
16844400,82.28020466981366,81.99608898494827,82.59679534527007,83.87544590766876
16848000,82.28020775711126,81.99609369194258,82.59680444908902,83.87545398778568
16851600,82.28021084007553,81.9960983925038,82.59681354113683,83.87546205657965
16855200,82.28021391870647,81.9961030866319,82.59682262141355,83.87547011405067
16858800,82.28021699300413,81.99610777432699,82.59683168991914,83.87547816019878
16862400,82.28022006296845,81.99611245558899,82.59684074665363,83.8754861950239
16866000,82.28022312859946,81.99611713041789,82.59684979161698,83.87549421852611
16869600,82.28022618989714,81.99612179881372,82.59685882480927,83.87550223070538
16873200,82.28022924686152,81.99612646077648,82.5968678462304,83.87551023156168
16876800,82.28023229949258,81.99613111630619,82.59687685588044,83.87551822109508
16880400,82.28023534779031,81.99613576540278,82.59688585375936,83.87552619930551
16884000,82.28023839175474,81.99614040806632,82.59689483986716,83.87553416619301
16887600,82.28024143138583,81.99614504429681,82.59690381420387,83.87554212175758
16891200,82.28024446668361,81.99614967409418,82.59691277676946,83.87555006599919
16894800,82.28024749764808,81.9961542974585,82.59692172756392,83.87555799891788
16898400,82.2802505242792,81.99615891438974,82.59693066658728,83.87556592051361
16902000,82.28025354657704,81.99616352488792,82.59693959383952,83.87557383078639
16905600,82.28025656454155,81.99616812895302,82.59694850932064,83.87558172973625
16909200,82.28025957817275,81.99617272658503,82.59695741303065,83.87558961736315
16912800,82.28026258747063,81.99617731778396,82.59696630496956,83.87559749366713
16916400,82.2802655924352,81.99618190254982,82.59697518513735,83.87560535864814
16920000,82.28026859306645,81.99618648088263,82.59698405353403,83.87561321230625
16923600,82.28027158936433,81.99619105278235,82.59699291015959,83.87562105464139
16927200,82.28027458132894,81.99619561824899,82.59700175501406,83.87562888565361
16930800,82.28027756896024,81.99620017728257,82.59701058809739,83.87563670534287
16934400,82.2802805522582,81.99620472988306,82.59701940940963,83.87564451370918
16938000,82.28028353122285,81.99620927605046,82.59702821895073,83.87565231075256
16941600,82.28028650585419,81.99621381578481,82.59703701672073,83.87566009647301
16945200,82.28028947615221,81.99621834908609,82.59704580271962,83.8756678708705
16948800,82.2802924421169,81.99622287595427,82.59705457694739,83.87567563394506
16952400,82.28029540374828,81.9962273963894,82.59706333940406,83.87568338569665
16956000,82.28029836104635,81.99623191039146,82.5970720900896,83.87569112612535
16959600,82.2803013140111,81.99623641796043,82.59708082900403,83.87569885523108
16963200,82.28030426264253,81.99624091909631,82.59708955614734,83.87570657301386
16966800,82.28030720694063,81.99624541379913,82.59709827151957,83.87571427947373
16970400,82.28031014690542,81.9962499020689,82.59710697512067,83.87572197461066
16974000,82.28031308543196,81.99625438809699,82.59711567422251,83.87572966593781
16977600,82.28031602176819,81.99625887079468,82.5971243669361,83.87573735150363
16981200,82.28031895399072,81.99626334737725,82.59713304843027,83.87574502631639
16984800,82.28032188209954,81.99626781784468,82.59714171870492,83.87575269037622
16988400,82.28032480609467,81.99627228219703,82.5971503777601,83.87576034368301
16992000,82.28032772597606,81.99627674043424,82.5971590255958,83.8757679862368
16995600,82.2803306417438,81.99628119255631,82.597167662212,83.87577561803758
16999200,82.28033355339781,81.99628563856328,82.59717628760875,83.87578323908537
17000000,82.28033419987338,81.99628662573437,82.59717820283994,83.87578493119129
17000000,82.28033419987338,81.99628662573437,82.59717820283994,83.87578493119129
17002800,82.28033645734928,81.99629007330714,82.59718489303707,83.87579084009049
17006400,82.28033935430028,81.99629449769434,82.5971934796495,83.87579842282081
17010000,82.28034224589798,81.99629891411965,82.59720205163916,83.87580599155565
17013600,82.28034512982215,81.99630331913049,82.59721060265839,83.87581354022822
17017200,82.28034800847486,81.99630771629987,82.59721913927153,83.87582107511857
17020800,82.28035088712757,81.99631211346926,82.5972276758847,83.87582861000892
17024400,82.28035375533891,81.99631649510232,82.5972361839374,83.87583611759837
17028000,82.28035660833723,81.99632085409885,82.59724465037743,83.87584358541035
17031600,82.28035946133554,81.99632521309542,82.59725311681748,83.87585105322233
17035200,82.28036231433386,81.99632957209199,82.59726158325753,83.8758585210343
17038800,82.28036516733218,81.99633393108856,82.5972700496976,83.87586598884631
17042400,82.28036802033049,81.99633829008513,82.59727851613764,83.87587345665828
17046000,82.28037087154297,81.99634264642287,82.59728697768409,83.87588091980015
17049600,82.28037367415772,81.99634693040595,82.59729530605999,83.87588825585362
17053200,82.28037647677246,81.99635121438902,82.59730363443589,83.8758955919071
17056800,82.2803792793872,81.9963554983721,82.59731196281179,83.87590292796055
