#1
float Setpoints(3024,3)
486 0.37405000 0.86978000
487 0.37442000 0.86994000
488 0.37479000 0.87009000
489 0.37516000 0.87025000
490 0.37553000 0.87040000
491 0.37590000 0.87056000
492 0.37628000 0.87071000
493 0.37665000 0.87086000
494 0.37702000 0.87101000
495 0.37739000 0.87116000
496 0.37776000 0.87131000
497 0.37814000 0.87146000
498 0.37851000 0.87161000
499 0.37888000 0.87176000
500 0.37926000 0.87190000
501 0.37963000 0.87205000
502 0.38001000 0.87219000
503 0.38038000 0.87234000
504 0.38076000 0.87248000
505 0.38113000 0.87263000
506 0.38151000 0.87277000
507 0.38188000 0.87291000
508 0.38226000 0.87305000
509 0.38263000 0.87320000
510 0.38301000 0.87334000
511 0.38339000 0.87348000
512 0.38376000 0.87362000
513 0.38414000 0.87376000
514 0.38452000 0.87389000
515 0.38490000 0.87403000
516 0.38527000 0.87417000
517 0.38565000 0.87431000
518 0.38603000 0.87444000
519 0.38641000 0.87458000
520 0.38679000 0.87471000
521 0.38717000 0.87485000
522 0.38754000 0.87498000
523 0.38792000 0.87512000
524 0.38830000 0.87525000
525 0.38868000 0.87538000
526 0.38906000 0.87551000
527 0.38944000 0.87565000
528 0.38982000 0.87578000
529 0.39020000 0.87591000
530 0.39058000 0.87604000
531 0.39096000 0.87617000
532 0.39134000 0.87630000
533 0.39172000 0.87643000
534 0.39210000 0.87656000
535 0.39249000 0.87668000
536 0.39287000 0.87681000
537 0.39325000 0.87694000
538 0.39363000 0.87707000
539 0.39401000 0.87719000
540 0.39439000 0.87732000
541 0.39478000 0.87744000
542 0.39516000 0.87757000
543 0.39554000 0.87770000
544 0.39592000 0.87782000
545 0.39631000 0.87794000
546 0.39669000 0.87807000
547 0.39707000 0.87819000
548 0.39745000 0.87831000
549 0.39784000 0.87844000
550 0.39822000 0.87856000
551 0.39860000 0.87868000
552 0.39899000 0.87880000
553 0.39937000 0.87892000
554 0.39976000 0.87904000
555 0.40014000 0.87916000
556 0.40052000 0.87928000
557 0.40091000 0.87940000
558 0.40129000 0.87952000
559 0.40168000 0.87964000
560 0.40206000 0.87976000
561 0.40244000 0.87988000
562 0.40283000 0.88000000
563 0.40321000 0.88011000
564 0.40360000 0.88023000
565 0.40398000 0.88035000
566 0.40437000 0.88047000
567 0.40475000 0.88058000
568 0.40514000 0.88070000
569 0.40552000 0.88081000
570 0.40591000 0.88093000
571 0.40629000 0.88104000
572 0.40668000 0.88116000
573 0.40706000 0.88127000
574 0.40745000 0.88139000
575 0.40783000 0.88150000
576 0.40822000 0.88162000
577 0.40861000 0.88173000
578 0.40899000 0.88184000
579 0.40938000 0.88196000
580 0.40976000 0.88207000
581 0.41015000 0.88218000
582 0.41054000 0.88229000
583 0.41092000 0.88240000
584 0.41131000 0.88252000
585 0.41169000 0.88263000
586 0.41208000 0.88274000
