#1	
float Flowrates(1316,2)
0	1E-10
163800.00	96
172800.00	96
181800.00	96
190800.00	96
199800.00	96
208800.00	96
217800.00	96
226800.00	96
235800.00	96
244800.00	96
253800.00	96
262800.00	96
271800.00	96
280800.00	96
289800.00	96
298800.00	192
307800.00	96
316800.00	96
325800.00	96
334800.00	96
343800.00	96
352800.00	96
361800.00	96
370800.00	96
379800.00	96
388800.00	96
397800.00	96
406800.00	96
415800.00	96
424800.00	1E-10
433800.00	1E-10
442800.00	1E-10
451800.00	1E-10
460800.00	1E-10
469800.00	1E-10
478800.00	1E-10
487800.00	1E-10
496800.00	1E-10
505800.00	1E-10
514800.00	1E-10
523800.00	1E-10
532800.00	1E-10
541800.00	1E-10
550800.00	1E-10
559800.00	1E-10
568800.00	1E-10
577800.00	1E-10
586800.00	1E-10
595800.00	1E-10
604800.00	1E-10
613800.00	1E-10
622800.00	1E-10
631800.00	1E-10
640800.00	1E-10
649800.00	1E-10
658800.00	1E-10
667800.00	1E-10
676800.00	1E-10
685800.00	1E-10
694800.00	1E-10
703800.00	1E-10
712800.00	1E-10
721800.00	1E-10
730800.00	1E-10
739800.00	1E-10
748800.00	1E-10
757800.00	1E-10
766800.00	1E-10
775800.00	576
784800.00	1E-10
793800.00	96
802800.00	96
811800.00	96
820800.00	96
829800.00	96
838800.00	96
847800.00	96
856800.00	96
865800.00	96
874800.00	96
883800.00	96
892800.00	96
901800.00	96
910800.00	96
919800.00	96
928800.00	96
937800.00	96
946800.00	1E-10
955800.00	96
964800.00	96
973800.00	96
982800.00	96
991800.00	96
1000800.00	96
1009800.00	96
1018800.00	96
1027800.00	864
1036800.00	96
1045800.00	96
1054800.00	96
1063800.00	96
1072800.00	96
1081800.00	96
1090800.00	96
1099800.00	96
1108800.00	96
1117800.00	96
1126800.00	96
1135800.00	1E-10
1144800.00	96
1153800.00	96
1162800.00	96
1171800.00	96
1180800.00	96
1189800.00	96
1198800.00	96
1207800.00	96
1216800.00	96
1225800.00	96
1234800.00	96
1243800.00	96
1252800.00	96
1261800.00	96
1270800.00	96
1279800.00	96
1288800.00	96
1297800.00	96
1306800.00	96
1315800.00	96
1324800.00	96
1333800.00	96
1342800.00	96
1351800.00	96
1360800.00	96
1369800.00	288
1378800.00	96
1387800.00	96
